Dates,MXEU Index_Last,MXEU Index_Open,MXEU Index_High,MXEU Index_Low,MXEU Index_Volume
2016-05-02,115.07,115.17,115.42,114.83,1401158656
2016-05-03,113.1,115.04,115.04,112.92,3254725120
2016-05-04,111.76,113,113.26,111.64,3015091456
2016-05-05,112.14,111.95,112.57,111.79,2278834432
2016-05-06,111.76,111.91,112.09,110.66,2758815488
2016-05-09,112.24,111.79,113.34,111.75,2236390656
2016-05-10,113.27,112.6,113.83,112.6,2578313728
2016-05-11,112.77,113.22,113.32,112.26,2415820544
2016-05-12,112.17,112.51,113.72,111.59,2499361280
2016-05-13,112.71,111.85,112.85,111.22,2365141760
2016-05-16,112.74,112.53,112.82,111.98,1467810432
2016-05-17,112.72,113.19,114.11,112.22,2573412864
2016-05-18,113.66,112.54,113.78,112.12,2482094592
2016-05-19,112.34,113.51,113.51,112.33,2674820096
2016-05-20,113.71,112.59,113.81,112.59,2460919040
2016-05-23,113.17,113.67,114.14,112.71,2058118912
2016-05-24,115.69,113.07,115.96,112.6,2977729280
2016-05-25,117.24,116.08,117.48,116.08,2961961984
2016-05-26,117.38,117.08,117.5,116.87,2555406848
2016-05-27,117.62,117.22,117.7,117.1,2079558784
2016-05-30,117.79,117.62,117.86,117.44,741949696
2016-05-31,116.86,117.9,118.13,116.65,5393443840
2016-06-01,115.75,116.68,116.68,115.28,2204689152
2016-06-02,115.83,115.68,116.1,115.43,2341090048
2016-06-03,114.8,115.92,116.67,114.18,2006785536
2016-06-06,115.2,114.43,115.48,114.43,1599533568
2016-06-07,116.52,115.63,116.86,115.63,1970191616
2016-06-08,116.01,116.35,116.38,115.63,1966760704
2016-06-09,114.87,115.74,115.74,114.63,2042901888
2016-06-10,112.11,114.72,114.72,111.94,2476616192
2016-06-13,110.1,111.99,111.99,109.98,2515441408
2016-06-14,108.01,109.57,109.57,107.98,3052543488
2016-06-15,109.04,108.26,109.66,108.26,2787527168
2016-06-16,108.34,108.27,108.55,107.37,2817379328
2016-06-17,109.78,108.8,110.21,108.8,4015677440
2016-06-20,113.74,110.02,113.99,110.02,2786510336
2016-06-21,114.56,113.73,114.88,113.23,2527820800
2016-06-22,114.99,114.57,115.77,114.3,2241967104
2016-06-23,116.7,115.08,117.31,115.08,2822851328
2016-06-24,108.71,114.21,114.21,108.04,9208608768
2016-06-27,104.49,107.95,108.19,104.17,6717915136
2016-06-28,107.1,104.55,107.99,104.55,4403410432
2016-06-29,110.46,107.36,110.46,107.36,4010848256
2016-06-30,111.62,110.16,111.62,109.41,4190679808
2016-07-01,112.4,111.79,112.7,111.23,3064205056
2016-07-04,111.63,112.54,112.87,111.49,2125393280
2016-07-05,109.86,111.33,111.33,109.64,2990563584
2016-07-06,108.01,109.41,109.91,107.49,4031830784
2016-07-07,109.13,108.5,110.01,108.5,2726910976
2016-07-08,110.85,108.97,110.93,108.74,2913548800
2016-07-11,112.57,111.18,112.67,110.9,2721607680
2016-07-12,113.76,112.68,114.02,112.59,3375613440
2016-07-13,113.61,113.98,114.38,113.41,3006151936
2016-07-14,114.49,113.83,115.08,113.83,2767846912
2016-07-15,114.32,114.43,114.61,113.74,2424400128
2016-07-18,114.55,114.33,115.18,114.03,2284933632
2016-07-19,114.07,114.35,114.45,113.34,2308529408
2016-07-20,115.23,114.26,115.3,114.15,2250628608
2016-07-21,115.15,115.4,115.57,114.41,2630620160
2016-07-22,115.1,115.11,115.27,114.32,2042391808
2016-07-25,115.22,115.28,116.02,114.85,1877359744
2016-07-26,115.37,115.04,115.67,114.55,2053683712
2016-07-27,115.83,115.57,116.29,115.57,2595809792
2016-07-28,114.65,115.63,116.09,114.65,3089990400
2016-07-29,115.45,115.01,115.54,114.68,2789049600
2016-08-01,114.76,115.68,116.17,114.55,2326446848
2016-08-02,113.21,114.62,114.62,113.08,3060390144
2016-08-03,113.28,113.49,113.64,112.8,2588421376
2016-08-04,114.06,113.33,114.29,113.32,2398014720
2016-08-05,115.24,114.12,115.34,114.12,2244000256
2016-08-08,115.29,115.18,115.78,115.08,1844064768
2016-08-09,116.35,115.16,116.44,115.06,2009372672
2016-08-10,116.11,116.39,116.42,115.86,1929051392
2016-08-11,117.02,116.15,117.15,115.8,1819899776
2016-08-12,116.8,117.06,117.15,116.66,1579857408
2016-08-15,116.82,116.84,117.31,116.7,1010198976
2016-08-16,115.9,116.49,116.75,115.89,1770011136
2016-08-17,114.96,116.19,116.36,114.86,1804918016
2016-08-18,115.74,114.96,115.81,114.94,1609003776
2016-08-19,114.82,115.7,115.71,114.36,1937260672
2016-08-22,114.86,114.9,115.86,114.43,1631418496
2016-08-23,115.91,115.1,116.14,115.1,1895027072
2016-08-24,116.34,115.65,116.61,115.21,2208286720
2016-08-25,115.37,115.99,115.99,114.95,1722482304
2016-08-26,115.97,115.33,116.17,115.03,1383727616
2016-08-29,115.8,115.81,115.88,115.2,607374656
2016-08-30,116.34,115.9,116.71,115.9,1796718336
2016-08-31,115.93,116.28,116.77,115.88,2622313216
2016-09-01,115.9,116.15,117.03,115.56,2691491072
2016-09-02,118.23,116.02,118.39,115.86,2546538240
2016-09-05,118.29,118.3,118.68,118.23,1523161216
2016-09-06,117.83,118.51,118.59,117.71,1813009664
2016-09-07,118.22,117.86,118.41,117.54,2271839744
2016-09-08,117.81,118.1,118.57,116.79,2233532160
2016-09-09,116.53,117.62,117.68,116.33,2199051008
2016-09-12,115.44,115.86,115.86,114.17,2360018432
2016-09-13,114.25,115.45,116.06,114.21,2275183360
2016-09-14,114.12,114.57,114.88,114.07,2181793024
2016-09-15,114.76,114.1,114.91,113.92,2202795520
2016-09-16,113.88,114.87,114.9,113.67,4217202944
2016-09-19,115.07,114.17,115.17,114.17,1858963456
2016-09-20,114.98,114.93,115.6,114.74,1967680000
2016-09-21,115.48,115.57,116.3,115.39,2022124928
2016-09-22,117.34,115.81,117.67,115.81,2201489152
2016-09-23,116.52,117.16,117.16,116.31,2329027584
2016-09-26,114.69,116.16,116.16,114.58,2318588160
2016-09-27,114.75,115.02,115.44,113.89,2217488896
2016-09-28,115.53,115.03,116.13,115.03,1973210880
2016-09-29,115.75,116,116.84,115.4,2214516224
2016-09-30,115.82,115.81,116.06,113.72,3308373504
2016-10-03,115.91,115.59,116.11,115.52,1655027200
2016-10-04,116.94,115.94,117.35,115.92,2890053376
2016-10-05,116.34,116.3,116.54,115.57,2486171136
2016-10-06,115.88,116.3,116.76,115.87,2411013120
2016-10-07,114.87,115.64,115.77,114.61,2984269824
2016-10-10,115.71,114.69,115.82,114.21,2160540160
2016-10-11,115.1,115.58,116.08,114.73,2356399360
2016-10-12,114.55,115.16,115.33,114.51,2406992384
2016-10-13,113.52,114.17,114.17,112.88,2659437568
2016-10-14,114.99,113.74,115.49,113.74,2310382336
2016-10-17,114.12,114.88,114.95,114.05,1942187904
2016-10-18,115.81,114.52,115.91,114.52,2266042880
2016-10-19,116.21,115.74,116.43,115.4,2277056512
2016-10-20,116.49,116.23,116.71,115.26,2635812352
2016-10-21,116.48,116.55,116.9,116.15,2261842432
2016-10-24,116.47,116.7,117.41,116.44,2289502720
2016-10-25,116.13,116.59,116.98,115.95,2468441856
2016-10-26,115.66,116.05,116.05,115,2543448832
2016-10-27,115.73,115.63,116.24,115.07,2709143296
2016-10-28,115.39,115.42,115.51,114.46,2604624128
2016-10-31,114.75,115.27,115.27,114.52,2173639424
2016-11-01,113.56,115.1,115.38,113.42,2043668096
2016-11-02,112.23,113.28,113.28,112.18,2376981760
2016-11-03,112.17,112.25,113.01,112.03,2524691456
2016-11-04,111.29,111.94,111.94,110.91,2391309056
2016-11-07,113.01,111.51,113.08,111.51,2252065536
2016-11-08,113.42,113.09,113.5,112.74,2146844544
2016-11-09,115.05,113,115.16,110.72,4116556032
2016-11-10,114.7,115.51,116.56,114.22,4773612544
2016-11-11,114.2,114.85,115.45,113.88,3196558592
2016-11-14,114.46,114.29,115.72,114.15,3042008320
2016-11-15,114.8,114.43,115.16,114.13,2925652736
2016-11-16,114.55,115.09,115.5,114.09,2489921536
2016-11-17,115.27,114.54,115.44,114.24,2522358784
2016-11-18,114.82,115.42,115.77,114.7,2722147840
2016-11-21,115.17,114.76,115.38,113.95,2257526272
2016-11-22,115.44,115.18,115.98,115.16,2414243840
2016-11-23,115.37,115.21,115.69,114.73,2312438016
2016-11-24,115.74,115.5,115.83,115.17,1483877120
2016-11-25,115.96,115.63,116.12,115.35,1469668608
2016-11-28,115.03,115.92,115.93,114.75,2133446400
2016-11-29,115.36,114.99,115.42,114.43,2230399488
2016-11-30,115.8,115.23,116.27,115.13,3826781184
2016-12-01,115.48,115.95,115.97,115.03,2802352384
2016-12-02,114.97,115.26,115.27,113.94,2206297600
2016-12-05,115.62,115.34,116.83,114.84,2821689856
2016-12-06,116.76,115.69,116.85,115.41,2885448448
2016-12-07,117.85,116.69,117.94,116.63,3458978304
2016-12-08,119.31,117.92,119.44,117.7,3453672960
2016-12-09,120.42,119.3,120.59,119.3,2790651648
2016-12-12,119.92,120.41,120.66,119.73,2612798976
2016-12-13,121.19,119.79,121.28,119.6,3095622656
2016-12-14,120.6,121.09,121.1,120.53,2976291840
2016-12-15,121.65,120.75,121.85,120.63,3406820096
2016-12-16,122.07,121.64,122.24,121.33,3875570688
2016-12-19,121.92,122,122.11,121.68,2107764992
2016-12-20,122.53,122.06,122.54,121.85,2224182528
2016-12-21,122.25,122.43,122.51,122.03,2053582720
2016-12-22,121.98,122.19,122.21,121.6,1572835840
2016-12-23,122.01,122.02,122.17,121.85,1121834112
2016-12-26,122.01,122.01,122.01,122.01,1121834112
2016-12-27,122.17,122.12,122.29,122.1,583610816
2016-12-28,122.54,122.19,122.6,122.13,1313098752
2016-12-29,122.09,122.37,122.41,121.81,1119140992
2016-12-30,122.5,122.11,122.51,121.59,1151690624
2017-01-02,123.07,122.53,123.26,122.33,682236992
2017-01-03,123.92,123.22,124.4,123.19,2535505152
2017-01-04,123.78,123.87,124.08,123.33,2240295936
2017-01-05,123.87,123.59,123.98,123.24,2158717952
2017-01-06,123.82,123.81,123.93,123.41,1717799808
2017-01-09,123.22,123.55,123.85,123,2052965120
2017-01-10,123.36,123.07,123.45,122.73,2463984128
2017-01-11,123.67,123.43,124.18,122.93,2436806144
2017-01-12,122.86,123.59,123.67,122.67,2296569344
2017-01-13,124.03,122.8,124.13,122.78,2357329664
2017-01-16,123.03,123.58,123.7,122.96,1738974848
2017-01-17,122.82,122.96,123.28,122.19,2395374592
2017-01-18,123.03,122.72,123.21,122.36,2301702656
2017-01-19,122.94,122.99,123.4,122.53,2430094848
2017-01-20,122.88,122.82,123.23,122.45,2332336128
2017-01-23,122.32,122.75,122.75,121.95,2080838272
2017-01-24,122.67,122.29,122.84,122.27,3013341440
2017-01-25,124.26,123.05,124.38,123.05,3479646720
2017-01-26,124.55,124.33,125.01,124.31,2710660608
2017-01-27,124.13,124.39,124.4,123.79,2306321664
2017-01-30,122.83,124.13,124.17,122.62,2281556992
2017-01-31,121.99,122.81,123.29,121.95,2686236672
2017-02-01,122.98,122.33,123.57,122.33,2640865280
2017-02-02,122.57,122.85,123.11,122.39,2633330944
2017-02-03,123.28,122.7,123.54,122.69,2411108352
2017-02-06,122.45,123.31,123.59,122.41,2138555136
2017-02-07,122.78,122.58,123.19,122.37,2628431616
2017-02-08,123.15,123.14,123.52,122.39,2650818560
2017-02-09,124.16,123.35,124.26,123.23,2324035584
2017-02-10,124.38,124.1,124.62,124,2209719808
2017-02-13,125.31,124.54,125.58,124.54,1834718464
2017-02-14,125.32,125.32,125.37,124.97,2107465216
2017-02-15,125.76,125.47,125.98,125.34,2095957248
2017-02-16,125.26,125.72,125.77,125.04,1980524928
2017-02-17,125.3,125.3,125.42,124.44,2358571776
2017-02-20,125.53,125.59,125.86,125.32,1613155840
2017-02-21,126.32,125.59,126.52,125.14,2209774592
2017-02-22,126.32,126.58,127,126.02,2818791680
2017-02-23,126.13,126.26,126.59,125.98,2471127552
2017-02-24,125.18,126.1,126.1,124.39,2547472896
2017-02-27,125,125.04,125.39,124.65,2155421696
2017-02-28,125.22,125.04,125.37,124.85,2594277888
2017-03-01,127.11,125.64,127.13,125.64,2994820864
2017-03-02,127.11,127.08,127.26,126.85,2380170240
2017-03-03,127.01,126.88,127.02,126.51,2466751744
2017-03-06,126.34,126.92,126.92,126.05,1957542272
2017-03-07,126.02,126.27,126.41,125.79,2046743808
2017-03-08,126.1,126.01,126.41,125.66,2265392896
2017-03-09,126.17,126.07,126.36,125.55,2874448384
2017-03-10,126.28,126.33,126.87,126.1,2734941440
2017-03-13,126.75,126.28,126.91,126.23,1801349504
2017-03-14,126.34,126.62,126.63,126.04,2285595648
2017-03-15,126.9,126.61,126.94,126.51,2221399040
2017-03-16,127.8,127.17,127.85,127.17,3124801792
2017-03-17,128.01,127.49,128.09,127.3,4303197696
2017-03-20,127.76,127.87,128.01,127.59,1832676480
2017-03-21,127.11,127.8,128.3,126.96,2544673792
2017-03-22,126.59,126.77,126.77,125.9,2827731968
2017-03-23,127.61,126.61,127.63,126.42,2276126976
2017-03-24,127.37,127.49,127.5,127,1970413440
2017-03-27,126.87,127.01,127.01,126.13,2114415616
2017-03-28,127.67,127.04,127.69,126.95,2194680832
2017-03-29,128.11,127.62,128.16,127.47,2122035712
2017-03-30,128.75,128.12,128.92,128.08,1951224704
2017-03-31,128.93,128.75,129.16,128.18,2421785344
2017-04-03,128.31,129.3,129.5,128.21,2225445376
2017-04-04,128.57,128.21,128.58,128.08,2421084416
2017-04-05,128.56,128.57,129.15,128.49,2130691328
2017-04-06,128.75,128.21,128.83,127.56,2336876288
2017-04-07,128.94,128.51,129.02,128.13,2162605312
2017-04-10,128.91,129.07,129.07,128.6,1800891648
2017-04-11,128.88,128.68,129.33,128.23,2334166528
2017-04-12,129.08,129.07,129.81,128.94,2510844416
2017-04-13,128.59,128.92,128.92,128.38,1977363456
2017-04-14,128.59,128.59,128.59,128.59,1977363456
2017-04-17,128.68,128.64,128.71,128.62,780354
2017-04-18,127.12,128.72,128.83,127.09,2856904960
2017-04-19,127.36,127.17,127.63,127.05,3163353344
2017-04-20,127.62,127.26,127.79,127.03,2493860352
2017-04-21,127.65,127.74,128.02,127.3,2762812928
2017-04-24,130.35,128.01,130.47,128.01,4088578560
2017-04-25,130.62,130.41,130.98,130.37,2591685376
2017-04-26,131.21,130.51,131.28,130.41,2853947648
2017-04-27,130.84,131.03,131.03,130.48,2933945088
2017-04-28,130.59,130.66,130.8,130.47,2997993472
2017-05-01,130.43,130.51,130.55,130.35,5779082
2017-05-02,131.36,130.43,131.36,130.43,2562451200
2017-05-03,131.36,131.3,131.37,131.04,2213087744
2017-05-04,132.25,131.51,132.27,131.51,3201382400
2017-05-05,133.15,132.08,133.2,131.72,3044634880
2017-05-08,132.99,133.29,133.35,132.72,2494585856
2017-05-09,133.59,133.14,133.74,133.14,2262009600
2017-05-10,133.83,133.58,133.84,133.18,2481175552
2017-05-11,133.16,133.83,133.83,132.83,2678580480
2017-05-12,133.58,133.2,133.58,133.07,2371829504
2017-05-15,133.7,133.74,133.88,133.28,2033140992
2017-05-16,133.71,133.6,133.9,133.32,2493128192
2017-05-17,132.16,133.33,133.57,131.8,2707049984
2017-05-18,131.42,131.97,131.97,130.57,3189411840
2017-05-19,132.16,131.41,132.23,131.41,2514050560
2017-05-22,132.03,132.29,132.5,131.92,2037069184
2017-05-23,132.32,131.93,132.54,131.82,2025516288
2017-05-24,132.43,132.43,132.57,132.18,2027059584
2017-05-25,132.33,132.53,132.71,132.04,1536385792
2017-05-26,132.04,132.09,132.17,131.4,1940474496
2017-05-29,132.04,132.15,132.15,131.86,732356032
2017-05-30,131.76,131.81,131.94,131.26,2119681152
2017-05-31,131.62,131.6,132.42,131.45,4490634752
2017-06-01,132.15,131.49,132.25,131.49,2204314624
2017-06-02,132.46,132.3,133.19,132.19,2035301120
2017-06-05,132.32,132.48,132.56,132.17,1261858688
2017-06-06,131.46,132.06,132.06,131.27,1956007040
2017-06-07,131.36,131.45,132.28,131.14,2667171072
2017-06-08,131.34,131.44,131.81,131.11,2548111104
2017-06-09,131.82,130.77,131.89,130.77,2553718528
2017-06-12,130.59,131.58,131.58,130.45,2057840000
2017-06-13,131.26,130.81,131.51,130.81,1907111552
2017-06-14,130.82,131.5,132.17,130.82,2585530368
2017-06-15,130.4,130.84,130.84,129.61,2783541760
2017-06-16,131.25,130.54,131.27,130.54,4641540096
2017-06-19,132.39,131.61,132.56,131.61,1883492992
2017-06-20,131.44,132.53,132.83,131.44,2268311296
2017-06-21,131.16,131.27,131.37,130.29,2306161920
2017-06-22,131.17,131.05,131.28,130.32,2107964288
2017-06-23,130.85,131.23,131.23,130.44,1878986496
2017-06-26,131.37,131.1,131.99,131.1,1961589504
2017-06-27,130.38,131.35,131.35,130.23,2214966272
2017-06-28,130.32,130.05,130.58,129.05,2586764288
2017-06-29,128.58,130.46,130.97,128.43,2622190080
2017-06-30,128.08,128.59,129.28,127.96,2417926656
2017-07-03,129.49,128.28,129.63,128.28,1880660864
2017-07-04,129.1,129.32,129.54,128.92,1830819456
2017-07-05,129.3,129.11,129.41,128.72,2242109952
2017-07-06,128.44,129.3,129.36,127.78,2110376832
2017-07-07,128.34,128.4,128.4,127.91,1821408512
2017-07-10,128.81,128.54,129.02,128.47,1533495680
2017-07-11,127.99,128.86,129.26,127.83,1850072576
2017-07-12,129.99,128.01,130.22,128.01,1940407168
2017-07-13,130.38,130.1,130.75,130.03,2145118208
2017-07-14,130.59,130.46,130.6,130.16,1831975552
2017-07-17,130.56,130.68,130.95,130.27,1531508096
2017-07-18,129.07,130.32,130.35,128.9,1774013952
2017-07-19,130.07,129.47,130.13,129.28,1801547392
2017-07-20,129.6,130.01,130.72,129.21,2033049472
2017-07-21,128.26,129.53,129.78,127.88,1984796800
2017-07-24,127.94,128.39,128.48,127.53,2185651200
2017-07-25,128.52,127.82,129.07,127.8,2055557760
2017-07-26,129.16,128.52,129.5,128.5,2075684608
2017-07-27,128.98,129.04,129.44,128.69,2144732928
2017-07-28,127.69,128.46,128.46,127.34,2100546176
2017-07-31,127.54,127.7,128.3,127.29,2131267968
2017-08-01,128.35,127.67,128.65,127.58,1747733504
2017-08-02,127.8,128.22,128.41,127.55,1704621312
2017-08-03,127.93,127.76,128.12,127.31,1847950208
2017-08-04,129.17,127.84,129.37,127.7,1766787456
2017-08-07,129,129.1,129.37,128.78,1307220352
2017-08-08,129.25,128.92,129.46,128.61,1504734592
2017-08-09,128.3,129.16,129.16,127.91,1959005056
2017-08-10,126.97,128.18,128.18,126.76,1689811840
2017-08-11,125.66,126.48,126.48,125.48,1913964544
2017-08-14,126.99,125.85,127.26,125.85,1323394944
2017-08-15,127.1,127.14,127.53,126.88,944566976
2017-08-16,127.94,127.2,128.22,127.2,1395935360
2017-08-17,127.19,127.85,128.06,127.12,1486440832
2017-08-18,126.28,127.24,127.25,125.84,1611369984
2017-08-21,125.76,126.06,126.38,125.43,1295019392
2017-08-22,126.8,125.98,126.87,125.98,1448139392
2017-08-23,126.2,126.78,126.99,125.95,1421868800
2017-08-24,126.42,126.38,126.98,126.38,1627581184
2017-08-25,126.28,126.58,127,126.05,1198652032
2017-08-28,125.69,126.01,126.13,125.53,494442400
2017-08-29,124.4,125.35,125.35,123.55,1840465792
2017-08-30,125.26,124.83,125.47,124.83,1453750400
2017-08-31,126.19,125.44,126.52,125.44,2034896512
2017-09-01,126.96,126.41,127.2,126.41,1399144064
2017-09-04,126.3,126.61,126.61,126.14,1046300032
2017-09-05,126.12,126.32,126.88,126.01,1427180672
2017-09-06,126.22,125.86,126.45,125.4,1756146176
2017-09-07,126.55,126.27,126.88,126.03,1761677696
2017-09-08,126.72,126.35,126.79,126.05,1604538240
2017-09-11,128.05,127,128.12,127,1621095168
2017-09-12,128.73,128.19,128.9,128.19,1749510400
2017-09-13,128.71,128.62,129,128.21,1921973376
2017-09-14,128.84,128.8,129,128.44,2364105472
2017-09-15,128.44,128.88,128.94,128.21,3516194816
2017-09-18,128.87,128.83,129.25,128.72,1804108032
2017-09-19,128.91,128.64,128.93,128.53,1830793344
2017-09-20,128.87,128.78,129.06,128.63,1828648960
2017-09-21,129.22,129.11,129.44,128.98,1841645184
2017-09-22,129.33,129.21,129.48,128.94,1591119616
2017-09-25,129.58,129.49,129.79,129.17,1475772800
2017-09-26,129.67,129.64,129.87,129.45,1668494080
2017-09-27,130.19,129.68,130.42,129.68,2049964800
2017-09-28,130.41,130.17,130.45,129.95,1802613248
2017-09-29,131.01,130.36,131.03,130.25,1944520576
2017-10-02,131.68,131.1,131.68,131.1,2151995904
2017-10-03,131.88,131.75,131.91,131.57,1895166464
2017-10-04,131.77,131.95,132,131.41,2410076928
2017-10-05,132.02,131.65,132.03,131.42,2165066752
2017-10-06,131.48,131.92,132,131.27,1756329600
2017-10-09,131.74,131.67,132.01,131.56,1645482496
2017-10-10,131.71,131.59,131.86,131.44,2241641728
2017-10-11,131.71,131.63,131.86,131.42,2616754688
2017-10-12,131.74,131.81,132.1,131.42,1649367808
2017-10-13,132.12,132.16,132.34,131.85,1698230528
2017-10-16,132.12,132.32,132.47,131.96,1692867200
2017-10-17,131.83,132.13,132.33,131.79,2045809664
2017-10-18,132.21,131.91,132.44,131.87,1527388032
2017-10-19,131.44,132.09,132.09,131,1946568960
2017-10-20,131.79,131.5,131.91,131.5,1932633728
2017-10-23,131.99,131.96,132.29,131.67,1427975168
2017-10-24,131.54,131.91,132.17,131.46,2062519168
2017-10-25,130.75,131.42,131.93,130.61,2244057344
2017-10-26,132.12,130.7,132.35,130.51,2682668544
2017-10-27,132.88,132.42,132.99,132.42,2482793728
2017-10-30,133.03,132.81,133.23,132.67,1820607872
2017-10-31,133.46,133.06,133.56,133.04,1782586752
2017-11-01,133.95,133.7,134.38,133.7,2442415616
